,method,workers,N,delay,pi,delay_per_point
929,multiprocessing,7,55600000,0.4537482261657715,3.141666474820144,8.160939319528263e-09
930,threading,8,55600000,0.8983080387115479,3.1415104316546762,1.6156619401286833e-08
931,multiprocessing,8,55600000,0.441439151763916,3.1418319424460432,7.939553089279064e-09
932,threading,9,55600000,0.9146625995635986,3.1418308633093526,1.6450766179201415e-08
933,multiprocessing,9,55600000,0.43013596534729004,3.141021366906475,7.736258369555576e-09
934,threading,10,55600000,0.8915834426879883,3.1415061151079136,1.6035673429640076e-08
935,multiprocessing,10,55600000,0.42073750495910645,3.1401525179856113,7.567221312214144e-09
936,threading,11,55600000,0.8779668807983398,3.1417010071942446,1.5790771237380215e-08
937,multiprocessing,11,55600000,0.41882991790771484,3.1424926618705036,7.5329121925848e-09
938,threading,12,55600000,0.8765106201171875,3.1418258273381294,1.5764579498510568e-08
939,multiprocessing,12,55600000,0.42475080490112305,3.140140143884892,7.639402965847536e-09
940,threading,13,55600000,0.9325485229492188,3.141446043165468,1.6772455448726956e-08
941,multiprocessing,13,55600000,0.4321451187133789,3.1422206474820142,7.77239422146365e-09
942,threading,14,55600000,0.8885195255279541,3.1418456115107913,1.5980567005898456e-08
943,multiprocessing,14,55600000,0.4400515556335449,3.142684748201439,7.914596324344333e-09
944,threading,15,55600000,0.817089319229126,3.141873381294964,1.469585106527205e-08
945,multiprocessing,15,55600000,0.4274013042449951,3.140764748201439,7.687073817356028e-09
946,threading,16,55600000,0.8670392036437988,3.141039928057554,1.559423028136329e-08
947,multiprocessing,16,55600000,0.42740297317504883,3.1413928057553955,7.687103834083613e-09
948,threading,17,55600000,0.9723789691925049,3.1411828776978417,1.748883038116016e-08
949,multiprocessing,17,55600000,0.4240694046020508,3.141915539568345,7.627147564785087e-09
950,threading,18,55600000,0.8155889511108398,3.141636618705036,1.4668866027173379e-08
951,multiprocessing,18,55600000,0.4302520751953125,3.1425423021582732,7.738346676174685e-09
952,threading,19,55600000,0.9752328395843506,3.1416142446043165,1.7540158985330046e-08
953,multiprocessing,19,55600000,0.44472432136535645,3.141145611510791,7.998638873477633e-09
954,threading,20,55600000,0.9826564788818359,3.1418079856115106,1.7673677677730863e-08
955,multiprocessing,20,55600000,0.45536208152770996,3.1418863309352516,8.189965495102697e-09
956,threading,21,55600000,0.9038240909576416,3.141689784172662,1.62558289740583e-08
957,multiprocessing,21,55600000,0.4817173480987549,3.1430125899280577,8.663981080912858e-09
958,threading,22,55600000,0.9810597896575928,3.1421340287769786,1.7644960245640158e-08
959,multiprocessing,22,55600000,0.4757974147796631,3.1401612949640287,8.557507460065882e-09
960,threading,23,55600000,1.0165278911590576,3.141727769784173,1.828287574027082e-08
961,multiprocessing,23,55600000,0.4808058738708496,3.1417205755395683,8.647587659547655e-09
962,threading,24,55600000,1.0645787715911865,3.1415825179856114,1.914710020847458e-08
963,multiprocessing,24,55600000,0.46547722816467285,3.141316834532374,8.3718925928898e-09
964,threading,25,55600000,1.0500025749206543,3.1415569784172663,1.8884938397853493e-08
965,multiprocessing,25,55600000,0.4794423580169678,3.1430305755395684,8.623063993110932e-09
966,threading,26,55600000,0.9422883987426758,3.1416810791366907,1.6947633070911434e-08
967,multiprocessing,26,55600000,0.4692189693450928,3.141151654676259,8.439190096134762e-09
968,threading,27,55600000,1.0570812225341797,3.1415094964028776,1.9012252203852153e-08
969,multiprocessing,27,55600000,0.4858517646789551,3.1422677697841728,8.738341091348112e-09
970,threading,28,55600000,1.17203688621521,3.1413587769784175,2.107980011178435e-08
971,multiprocessing,28,55600000,0.480823278427124,3.1423755395683455,8.647900691135324e-09
972,threading,29,55600000,1.1763391494750977,3.141619856115108,2.1157178947393844e-08
973,multiprocessing,29,55600000,0.4860513210296631,3.142093669064748,8.741930234346459e-09
974,threading,30,55600000,1.095963478088379,3.141523597122302,1.971157334691329e-08
975,multiprocessing,30,55600000,0.5111587047576904,3.1416,9.193501884131123e-09
976,threading,1,55600000,1.5495164394378662,3.141485107913669,2.786900070931414e-08
977,multiprocessing,1,55600000,1.57985258102417,3.1418676258992804,2.841461476662176e-08
978,sequential,1,55600000,1.5338585376739502,3.1418676258992804,2.7587383771114212e-08
979,threading,2,55600000,1.1479310989379883,3.1414573381294963,2.0646242786654466e-08
980,multiprocessing,2,55600000,0.8869156837463379,3.1420056115107915,1.595172093068953e-08
981,threading,3,55600000,0.9726161956787109,3.1417839568345323,1.7493097044581132e-08
982,multiprocessing,3,55600000,0.6572377681732178,3.141398417266187,1.1820823168583054e-08
983,threading,4,55600000,0.9611737728118896,3.141396474820144,1.728729807215629e-08
984,multiprocessing,4,55600000,0.5616321563720703,3.1413395683453236,1.0101297776476085e-08
985,threading,5,55600000,0.8956189155578613,3.1413273381294964,1.6108253876939952e-08
986,multiprocessing,5,55600000,0.4904782772064209,3.1426410071942446,8.821551748316922e-09
987,threading,6,55600000,0.9463422298431396,3.141888561151079,1.7020543702214742e-08
988,multiprocessing,6,55600000,0.47630977630615234,3.1413854676258994,8.566722595434394e-09
989,threading,7,55600000,0.8968515396118164,3.141583381294964,1.6130423374313245e-08
990,multiprocessing,7,55600000,0.4756300449371338,3.141228345323741,8.55449721109953e-09
991,threading,8,55600000,0.8730795383453369,3.1417012949640286,1.5702869394700303e-08
992,multiprocessing,8,55600000,0.4365394115447998,3.141133237410072,7.851428265194241e-09
993,threading,9,55600000,0.877032995223999,3.1415521582733814,1.5773974734244586e-08
994,multiprocessing,9,55600000,0.42508697509765625,3.1404373381294963,7.645449192403889e-09
995,threading,10,55600000,0.8656797409057617,3.1415407913669067,1.5569779512693557e-08
996,multiprocessing,10,55600000,0.43215417861938477,3.141644604316547,7.772557169413394e-09
997,threading,11,55600000,0.8867933750152588,3.1417110071942447,1.5949521133367965e-08
998,multiprocessing,11,55600000,0.42552995681762695,3.1412976978417264,7.653416489525665e-09
999,threading,12,55600000,0.897899866104126,3.1418335971223024,1.6149278167340395e-08
1000,multiprocessing,12,55600000,0.4252147674560547,3.142223309352518,7.647747616116091e-09
1001,threading,13,55600000,0.8648018836975098,3.1420589928057554,1.5553990713983988e-08
1002,multiprocessing,13,55600000,0.4387938976287842,3.141378920863309,7.89197657605727e-09
1003,threading,14,55600000,0.8605368137359619,3.141793597122302,1.5477280822589244e-08
1004,multiprocessing,14,55600000,0.4333031177520752,3.1408335251798563,7.79322154230351e-09
1005,threading,15,55600000,0.8266873359680176,3.1418775539568347,1.4868477265611827e-08
1006,multiprocessing,15,55600000,0.4417707920074463,3.142139568345324,7.945517841860544e-09
1007,threading,16,55600000,0.8236832618713379,3.1414956834532375,1.4814447155959314e-08
1008,multiprocessing,16,55600000,0.4324820041656494,3.1417772661870504,7.778453312331824e-09
1009,threading,17,55600000,0.9233994483947754,3.141576978417266,1.660790374810747e-08
1010,multiprocessing,17,55600000,0.4614129066467285,3.1409725899280576,8.298793285013103e-09
1011,threading,18,55600000,0.9620232582092285,3.141600071942446,1.7302576586496915e-08
1012,multiprocessing,18,55600000,0.42845964431762695,3.1408044604316547,7.706108710748686e-09
1013,threading,19,55600000,0.8359370231628418,3.1416710071942444,1.5034838546094277e-08
1014,multiprocessing,19,55600000,0.4640042781829834,3.1417661870503597,8.345400686744305e-09
1015,threading,20,55600000,0.8793196678161621,3.141846978417266,1.5815101939139607e-08
1016,multiprocessing,20,55600000,0.46283411979675293,3.1426820143884893,8.32435467260347e-09
1017,threading,21,55600000,1.0323965549468994,3.141733597122302,1.8568283362354304e-08
1018,multiprocessing,21,55600000,0.482729434967041,3.143521726618705,8.682184082141025e-09
1019,threading,22,55600000,1.00527024269104,3.1416985611510793,1.80804000484e-08
1020,multiprocessing,22,55600000,0.46891093254089355,3.1407943884892084,8.433649865843408e-09
1021,threading,23,55600000,0.877525806427002,3.1415275539568346,1.5782838245089964e-08
1022,multiprocessing,23,55600000,0.4734523296356201,3.1420664028776977,8.515329669705398e-09
1023,threading,24,55600000,1.028421401977539,3.141323884892086,1.849678780535142e-08
1024,multiprocessing,24,55600000,0.4654204845428467,3.1421905035971225,8.370872024151918e-09
1025,threading,25,55600000,0.9213147163391113,3.1414285611510793,1.6570408567250202e-08
1026,multiprocessing,25,55600000,0.4793548583984375,3.1409748201438847,8.621490258964704e-09
1027,threading,26,55600000,1.0191197395324707,3.1415269064748204,1.8329491718209906e-08
1028,multiprocessing,26,55600000,0.48467397689819336,3.141379856115108,8.717157857881176e-09
1029,threading,27,55600000,1.0967676639556885,3.141708633093525,1.9726037121505188e-08
1030,multiprocessing,27,55600000,0.48041343688964844,3.142110431654676,8.640529440461303e-09
1031,threading,28,55600000,1.1248338222503662,3.1417874100719425,2.0230824141193637e-08
1032,multiprocessing,28,55600000,0.49285888671875,3.141579856115108,8.864368466164568e-09
1033,threading,29,55600000,0.8202376365661621,3.1412720143884894,1.4752475477808671e-08
1034,multiprocessing,29,55600000,0.49106931686401367,3.1416263309352517,8.832181957985857e-09
1035,threading,30,55600000,1.219236135482788,3.1413324460431653,2.1928707472712015e-08
1036,multiprocessing,30,55600000,0.5093178749084473,3.1396143884892087,9.160393433605167e-09
1037,threading,1,55600000,1.5487265586853027,3.141498489208633,2.7854794220958683e-08
1038,multiprocessing,1,55600000,1.5938856601715088,3.1419139568345322,2.8667008276465986e-08
1039,sequential,1,55600000,1.5404713153839111,3.1419139568345322,2.770631862201279e-08
1040,threading,2,55600000,1.1643452644348145,3.141858561151079,2.0941461590554216e-08
1041,multiprocessing,2,55600000,0.8960258960723877,3.141489496402878,1.6115573670366686e-08
1042,threading,3,55600000,0.9943771362304688,3.1415592805755397,1.7884480867454476e-08
1043,multiprocessing,3,55600000,0.6609923839569092,3.1410571942446044,1.1888352229440812e-08
1044,threading,4,55600000,0.9436910152435303,3.141481798561151,1.6972859986394428e-08
1045,multiprocessing,4,55600000,0.5465257167816162,3.1413395683453236,9.82959922269094e-09
1046,threading,5,55600000,0.9301025867462158,3.1418756834532373,1.6728463790399565e-08
1047,multiprocessing,5,55600000,0.5038578510284424,3.1414773381294965,9.062191565259755e-09
1048,threading,6,55600000,0.8999333381652832,3.141800215827338,1.6185851405850416e-08
1049,multiprocessing,6,55600000,0.45490479469299316,3.1413910791366906,8.181740911744481e-09
1050,threading,7,55600000,0.9238953590393066,3.1417240287769785,1.6616823004304078e-08
1051,multiprocessing,7,55600000,0.4662189483642578,3.1413804316546763,8.38523288424924e-09
1052,threading,8,55600000,0.8987376689910889,3.1416395683453238,1.6164346564587928e-08
1053,multiprocessing,8,55600000,0.44274330139160156,3.1417225899280576,7.963009017834561e-09
1054,threading,9,55600000,0.8717234134674072,3.141428273381295,1.567847865948574e-08
1055,multiprocessing,9,55600000,0.4398152828216553,3.141545179856115,7.910346813339124e-09
1056,threading,10,55600000,0.8764784336090088,3.141676474820144,1.5764000604478576e-08
1057,multiprocessing,10,55600000,0.43108701705932617,3.1410769784172663,7.753363616174931e-09
1058,threading,11,55600000,0.9257462024688721,3.141515251798561,1.665011155519554e-08
1059,multiprocessing,11,55600000,0.43144750595092773,3.1420961870503596,7.759847229333233e-09
1060,threading,12,55600000,0.8771054744720459,3.141361870503597,1.5775278317842552e-08
1061,multiprocessing,12,55600000,0.43361949920654297,3.142138705035971,7.798911856232788e-09
1062,threading,13,55600000,0.9434256553649902,3.141524964028777,1.6968087326708457e-08
1063,multiprocessing,13,55600000,0.4325432777404785,3.142449784172662,7.779555355044578e-09
1064,threading,14,55600000,0.8952243328094482,3.1416523741007194,1.6101157064918134e-08
1065,multiprocessing,14,55600000,0.42499589920043945,3.1412917985611513,7.643811136698551e-09
1066,threading,15,55600000,0.8434367179870605,3.1415320143884893,1.5169725143652167e-08
1067,multiprocessing,15,55600000,0.4392993450164795,3.1421169064748202,7.901067356411502e-09
1068,threading,16,55600000,0.9473690986633301,3.141220431654676,1.7039012565887232e-08
1069,multiprocessing,16,55600000,0.4373908042907715,3.1419579856115107,7.866741084366394e-09
1070,threading,17,55600000,0.9231078624725342,3.1414844604316547,1.6602659396988024e-08
1071,multiprocessing,17,55600000,0.4372539520263672,3.1404442446043164,7.864279712704445e-09
1072,threading,18,55600000,0.9828143119812012,3.141543309352518,1.7676516402539588e-08
1073,multiprocessing,18,55600000,0.46377038955688477,3.1419064748201437,8.341194056778503e-09
1074,threading,19,55600000,1.0008316040039062,3.141776690647482,1.8000568417336443e-08
1075,multiprocessing,19,55600000,0.4635777473449707,3.1407820143884893,8.337729268794437e-09
1076,threading,20,55600000,1.0390422344207764,3.1415344604316546,1.8687809971596696e-08
1077,multiprocessing,20,55600000,0.4941082000732422,3.140945323741007,8.886838130813709e-09
1078,threading,21,55600000,1.0361406803131104,3.1413741726618705,1.8635623746638676e-08
1079,multiprocessing,21,55600000,0.4733302593231201,3.141386978417266,8.513134160487772e-09
1080,threading,22,55600000,0.9024639129638672,3.141445107913669,1.6231365341076748e-08
1081,multiprocessing,22,55600000,0.4696846008300781,3.140506330935252,8.447564763130902e-09
1082,threading,23,55600000,1.0350017547607422,3.142146474820144,1.861513947411407e-08
1083,multiprocessing,23,55600000,0.4859349727630615,3.14265381294964,8.73983763962341e-09
1084,threading,24,55600000,1.0196352005004883,3.1415974820143884,1.8338762598929645e-08
1085,multiprocessing,24,55600000,0.47243499755859375,3.1406158273381295,8.497032330190536e-09
1086,threading,25,55600000,1.023184061050415,3.1417545323741005,1.84025910260866e-08
1087,multiprocessing,25,55600000,0.4734337329864502,3.144857913669065,8.514995197598025e-09
1088,threading,26,55600000,1.079101800918579,3.1414791366906476,1.940830577191689e-08
1089,multiprocessing,26,55600000,0.47391390800476074,3.1395505035971225,8.523631438934545e-09
1090,threading,27,55600000,1.1093242168426514,3.1415254676258995,1.9951874403644808e-08
1091,multiprocessing,27,55600000,0.47809481620788574,3.140540935251799,8.598827629638233e-09
1092,threading,28,55600000,1.1354398727416992,3.141910143884892,2.042158044499459e-08
1093,multiprocessing,28,55600000,0.5020928382873535,3.1413058992805754,9.030446731786934e-09
1094,threading,29,55600000,0.8051762580871582,3.14120273381295,1.4481587375668313e-08
1095,multiprocessing,29,55600000,0.5266611576080322,3.1426778417266186,9.472322978561731e-09
1096,threading,30,55600000,1.1282498836517334,3.1418658273381297,2.0292264094455637e-08
1097,multiprocessing,30,55600000,0.526848316192627,3.1413043165467625,9.47568914015516e-09
1098,threading,1,66700000,1.8308649063110352,3.1412983508245875,2.7449248970180436e-08
1099,multiprocessing,1,66700000,1.8777644634246826,3.141457511244378,2.8152390755992243e-08
1100,sequential,1,66700000,1.8250095844268799,3.141457511244378,2.7361463034885755e-08
1101,threading,2,66700000,1.3962726593017578,3.141798380809595,2.0933623077987372e-08
1102,multiprocessing,2,66700000,1.0398669242858887,3.1413238980509743,1.5590208759908375e-08
1103,threading,3,66700000,1.1571321487426758,3.141315022488756,1.7348308077101587e-08
1104,multiprocessing,3,66700000,0.768742561340332,3.1417793703148424,1.1525375732238861e-08
1105,threading,4,66700000,1.1051478385925293,3.141736791604198,1.6568933112331775e-08
1106,multiprocessing,4,66700000,0.6589622497558594,3.1419780509745125,9.879493999338221e-09
1107,threading,5,66700000,1.101640224456787,3.1417478260869567,1.651634519425468e-08
1108,multiprocessing,5,66700000,0.5956821441650391,3.1414695652173914,8.930766779086043e-09
1109,threading,6,66700000,1.075244426727295,3.1413898650674663,1.6120606097860495e-08
1110,multiprocessing,6,66700000,0.555861234664917,3.141784227886057,8.333751644151679e-09
1111,threading,7,66700000,1.0591163635253906,3.141848335832084,1.5878806049855933e-08
1112,multiprocessing,7,66700000,0.5187654495239258,3.14180191904048,7.777592946385694e-09
1113,threading,8,66700000,1.0678126811981201,3.1416351424287856,1.6009185625159222e-08
1114,multiprocessing,8,66700000,0.5081474781036377,3.140855652173913,7.61840297006953e-09
1115,threading,9,66700000,1.0223662853240967,3.1412359820089955,1.5327830364679112e-08
1116,multiprocessing,9,66700000,0.5071053504943848,3.1416784407796103,7.60277886798178e-09
1117,threading,10,66700000,1.0817272663116455,3.14156035982009,1.621780009462737e-08
1118,multiprocessing,10,66700000,0.4984414577484131,3.140865367316342,7.472885423514439e-09
1119,threading,11,66700000,1.04140043258667,3.141458710644678,1.5613199888855622e-08
1120,multiprocessing,11,66700000,0.4976310729980469,3.1435235982008995,7.46073572710715e-09
1121,threading,12,66700000,1.0744218826293945,3.141897451274363,1.6108274102389722e-08
1122,multiprocessing,12,66700000,0.4989769458770752,3.1418209295352324,7.480913731290482e-09
1123,threading,13,66700000,1.0711240768432617,3.141546086956522,1.6058831736780536e-08
1124,multiprocessing,13,66700000,0.4874763488769531,3.142239940029985,7.308490987660466e-09
1125,threading,14,66700000,1.0904221534729004,3.1415660569715143,1.6348158222982015e-08
1126,multiprocessing,14,66700000,0.500159502029419,3.141715022488756,7.498643208836865e-09
1127,threading,15,66700000,1.0892517566680908,3.141690794602699,1.6330611044499112e-08
1128,multiprocessing,15,66700000,0.505150318145752,3.1400761619190405,7.573468038167195e-09
1129,threading,16,66700000,0.9773526191711426,3.1413805697151425,1.4652962806164056e-08
1130,multiprocessing,16,66700000,0.5182945728302002,3.141206356821589,7.770533325790107e-09
1131,threading,17,66700000,1.0176734924316406,3.1413246776611694,1.5257473649649783e-08
1132,multiprocessing,17,66700000,0.5069341659545898,3.1425114242878562,7.600212383127284e-09
1133,threading,18,66700000,1.0142931938171387,3.1415115442278863,1.520679451000208e-08
1134,multiprocessing,18,66700000,0.5309913158416748,3.1437099850074963,7.960889292978633e-09
1135,threading,19,66700000,1.0718820095062256,3.141544767616192,1.607019504507085e-08
1136,multiprocessing,19,66700000,0.551417350769043,3.1407199400299852,8.267126698186552e-09
1137,threading,20,66700000,1.1022696495056152,3.141345307346327,1.65257818516584e-08
1138,multiprocessing,20,66700000,0.5336689949035645,3.1417775112443778,8.001034406350291e-09
1139,threading,21,66700000,1.111133337020874,3.1415366716641677,1.6658670719953135e-08
1140,multiprocessing,21,66700000,0.5227179527282715,3.1421591604197903,7.836850865491327e-09
1141,threading,22,66700000,1.1573565006256104,3.1414370014992503,1.735167167354738e-08
1142,multiprocessing,22,66700000,0.5153288841247559,3.1409152623688157,7.72607022675796e-09
1143,threading,23,66700000,1.1993460655212402,3.141463568215892,1.798120038262729e-08
1144,multiprocessing,23,66700000,0.5253655910491943,3.1429462068965517,7.876545592941444e-09
1145,threading,24,66700000,1.1837177276611328,3.1417910644677662,1.774689246868265e-08
1146,multiprocessing,24,66700000,0.5190060138702393,3.1419950824587706,7.781199608249463e-09
1147,threading,25,66700000,1.237351655960083,3.141536611694153,1.855099933973138e-08
1148,multiprocessing,25,66700000,0.5375699996948242,3.1422518740629686,8.05952023530471e-09
1149,threading,26,66700000,1.220829963684082,3.1420283058470764,1.8303297806358052e-08
1150,multiprocessing,26,66700000,0.5268256664276123,3.140934092953523,7.898435778524923e-09
1151,threading,27,66700000,1.306244134902954,3.1417873463268364,1.958387008850006e-08
1152,multiprocessing,27,66700000,0.5438938140869141,3.141431784107946,8.15433004628057e-09
1153,threading,28,66700000,1.1813502311706543,3.141625907046477,1.7711397768675478e-08
1154,multiprocessing,28,66700000,0.5367569923400879,3.141648695652174,8.047331219491572e-09
1155,threading,29,66700000,1.270207166671753,3.1418611694152925,1.9043585707222683e-08
1156,multiprocessing,29,66700000,0.5573375225067139,3.140231304347826,8.355884895153132e-09
1157,threading,30,66700000,1.1805295944213867,3.141774572713643,1.7699094369136233e-08
1158,multiprocessing,30,66700000,0.5641298294067383,3.14120059970015,8.45771858181017e-09
1159,threading,1,66700000,1.8386938571929932,3.141584107946027,2.7566624545622087e-08
1160,multiprocessing,1,66700000,1.896867036819458,3.141736851574213,2.8438786159212265e-08
1161,sequential,1,66700000,1.8275389671325684,3.141736851574213,2.7399384814581235e-08
1162,threading,2,66700000,1.3248209953308105,3.141480539730135,1.986238373809311e-08
1163,multiprocessing,2,66700000,1.0589487552642822,3.1420828785607195,1.5876293182373046e-08
1164,threading,3,66700000,1.1842191219329834,3.1416694452773615,1.775440962418266e-08
1165,multiprocessing,3,66700000,0.7878034114837646,3.1415636581709148,1.1811145599456742e-08
1166,threading,4,66700000,1.1469244956970215,3.141717541229385,1.7195269800555044e-08
1167,multiprocessing,4,66700000,0.6642956733703613,3.1413236581709145,9.959455372868985e-09
1168,threading,5,66700000,1.1013050079345703,3.1419035682158922,1.651131945928891e-08
1169,multiprocessing,5,66700000,0.5884599685668945,3.141748725637181,8.822488284361237e-09
1170,threading,6,66700000,1.0842740535736084,3.1417842878560718,1.6255982812198027e-08
1171,multiprocessing,6,66700000,0.5524840354919434,3.141023928035982,8.283118972892704e-09
1172,threading,7,66700000,1.0705556869506836,3.1411057871064467,1.605031014918566e-08
1173,multiprocessing,7,66700000,0.5148191452026367,3.1418052773613194,7.718427964057523e-09
1174,threading,8,66700000,1.0515151023864746,3.141730554722639,1.5764844113740248e-08
1175,multiprocessing,8,66700000,0.49843502044677734,3.141593523238381,7.472788912245538e-09
1176,threading,9,66700000,1.048823595046997,3.141524617691154,1.5724491679865023e-08
1177,multiprocessing,9,66700000,0.4912071228027344,3.141496551724138,7.364424629726153e-09
1178,threading,10,66700000,1.054304599761963,3.1414338230884558,1.5806665663597646e-08
1179,multiprocessing,10,66700000,0.49994325637817383,3.1419796101949027,7.495401145100057e-09
1180,threading,11,66700000,1.0555946826934814,3.1414900749625185,1.582600723678383e-08
1181,multiprocessing,11,66700000,0.49938011169433594,3.1410749025487257,7.48695819631688e-09
1182,threading,12,66700000,1.0099992752075195,3.141358620689655,1.5142417919153215e-08
1183,multiprocessing,12,66700000,0.5050389766693115,3.141191244377811,7.571798750664341e-09
1184,threading,13,66700000,1.027425765991211,3.1412438980509747,1.540368464754439e-08
1185,multiprocessing,13,66700000,0.49640822410583496,3.1407672563718143,7.4424021605072705e-09
1186,threading,14,66700000,1.0520024299621582,3.141391304347826,1.577215037424525e-08
1187,multiprocessing,14,66700000,0.492250919342041,3.140392683658171,7.380073753253988e-09
1188,threading,15,66700000,1.0384886264801025,3.141350044977511,1.5569544624889094e-08
1189,multiprocessing,15,66700000,0.5111982822418213,3.14184107946027,7.664142162546047e-09
1190,threading,16,66700000,1.0214405059814453,3.1414772413793104,1.5313950614414474e-08
1191,multiprocessing,16,66700000,0.515155553817749,3.1421063868065966,7.723471571480495e-09
1192,threading,17,66700000,1.001683235168457,3.141607616191904,1.5017739657698007e-08
1193,multiprocessing,17,66700000,0.5011227130889893,3.1418997301349325,7.51308415425771e-09
1194,threading,18,66700000,1.1301305294036865,3.141647316341829,1.694348619795632e-08
1195,multiprocessing,18,66700000,0.5051898956298828,3.1425808695652173,7.574061403746369e-09
1196,threading,19,66700000,1.0598645210266113,3.141862368815592,1.589002280399717e-08
1197,multiprocessing,19,66700000,0.5303211212158203,3.141647436281859,7.950841397538536e-09
1198,threading,20,66700000,1.048295021057129,3.141703508245877,1.5716567032340762e-08
1199,multiprocessing,20,66700000,0.5291199684143066,3.1425355322338833,7.93283310965977e-09
1200,threading,21,66700000,1.142167568206787,3.1417387706146926,1.7123951547328142e-08
1201,multiprocessing,21,66700000,0.5262014865875244,3.140543388305847,7.8890777599329e-09
1202,threading,22,66700000,1.057138442993164,3.141182128935532,1.5849152068863028e-08
1203,multiprocessing,22,66700000,0.5203328132629395,3.140770134932534,7.801091653117533e-09
1204,threading,23,66700000,1.198152780532837,3.1417141829085455,1.7963310052966072e-08
1205,multiprocessing,23,66700000,0.5137293338775635,3.140991724137931,7.702088963681611e-09
1206,threading,24,66700000,1.2136852741241455,3.1416635082458773,1.8196181021351508e-08
1207,multiprocessing,24,66700000,0.513801097869873,3.141665487256372,7.703164885605293e-09
1208,threading,25,66700000,1.2053172588348389,3.1416929535232385,1.8070723520762203e-08
1209,multiprocessing,25,66700000,0.5399758815765381,3.1402548725637183,8.095590428433854e-09
1210,threading,26,66700000,1.2827887535095215,3.141325637181409,1.92322151950453e-08
1211,multiprocessing,26,66700000,0.5277760028839111,3.1423561019490256,7.912683701407964e-09
1212,threading,27,66700000,1.1361210346221924,3.1415195202398802,1.7033298869897937e-08
1213,multiprocessing,27,66700000,0.5345244407653809,3.138789265367316,8.013859681639892e-09
1214,threading,28,66700000,1.2333691120147705,3.1417574812593703,1.8491291034704207e-08
1215,multiprocessing,28,66700000,0.5491564273834229,3.1413095052473765,8.233229795853417e-09
1216,threading,29,66700000,1.2089033126831055,3.1416104947526238,1.812448744652332e-08
1217,multiprocessing,29,66700000,0.5433151721954346,3.142233043478261,8.145654755553742e-09
1218,threading,30,66700000,1.3102869987487793,3.1417356521739133,1.9644482739861758e-08
1219,multiprocessing,30,66700000,0.5505294799804688,3.143850674662669,8.253815292061001e-09
1220,threading,1,66700000,1.8340964317321777,3.142009175412294,2.749769762716908e-08
1221,multiprocessing,1,66700000,1.8633480072021484,3.141862128935532,2.7936251982041205e-08
1222,sequential,1,66700000,1.8355913162231445,3.141862128935532,2.7520109688502915e-08
1223,threading,2,66700000,1.3325402736663818,3.141426926536732,1.997811504747199e-08
1224,multiprocessing,2,66700000,1.0516602993011475,3.14159736131934,1.5767020979027697e-08
1225,threading,3,66700000,1.192819595336914,3.141648395802099,1.7883352253926748e-08
1226,multiprocessing,3,66700000,0.782766580581665,3.1418408995502247,1.1735630893278337e-08
1227,threading,4,66700000,1.1415305137634277,3.141790404797601,1.7114400506198316e-08
1228,multiprocessing,4,66700000,0.6487777233123779,3.14159952023988,9.726802448461438e-09
1229,threading,5,66700000,1.0875120162963867,3.1411874662668664,1.6304527980455573e-08
1230,multiprocessing,5,66700000,0.6080660820007324,3.1415745127436283,9.116433013504234e-09
1231,threading,6,66700000,1.049955129623413,3.1415607796101948,1.5741456216243076e-08
1232,multiprocessing,6,66700000,0.5386362075805664,3.141647856071964,8.075505361027983e-09
1233,threading,7,66700000,1.0647680759429932,3.141807676161919,1.5963539369460166e-08
1234,multiprocessing,7,66700000,0.5149378776550293,3.142023988005997,7.720208060795041e-09
1235,threading,8,66700000,1.0576159954071045,3.1414925937031484,1.585631177521896e-08
1236,multiprocessing,8,66700000,0.5098750591278076,3.1406306446776613,7.64430373504959e-09
1237,threading,9,66700000,1.034466028213501,3.141465487256372,1.5509235805299864e-08
1238,multiprocessing,9,66700000,0.5045063495635986,3.1415424287856073,7.563813336785586e-09
1239,threading,10,66700000,1.044651746749878,3.1413806896551724,1.5661945228633853e-08
1240,multiprocessing,10,66700000,0.5018079280853271,3.1415634182908545,7.523357242658578e-09
1241,threading,11,66700000,1.0648767948150635,3.1417081859070466,1.5965169337557173e-08
1242,multiprocessing,11,66700000,0.49025464057922363,3.1401724737631183,7.350144536420145e-09
1243,threading,12,66700000,1.0539231300354004,3.141694632683658,1.580094647729236e-08
1244,multiprocessing,12,66700000,0.5076172351837158,3.142487316341829,7.610453301105185e-09
1245,threading,13,66700000,1.0460810661315918,3.141654872563718,1.5683374304821468e-08
1246,multiprocessing,13,66700000,0.4968233108520508,3.141735532233883,7.448625350105709e-09
1247,threading,14,66700000,1.0160655975341797,3.1418945727136434,1.523336727937301e-08
1248,multiprocessing,14,66700000,0.5051796436309814,3.141654572713643,7.573907700614414e-09
1249,threading,15,66700000,1.049692153930664,3.141318980509745,1.573751355218387e-08
1250,multiprocessing,15,66700000,0.5107085704803467,3.1421865067466266,7.656800157126636e-09
1251,threading,16,66700000,0.9845774173736572,3.141641379310345,1.4761280620294712e-08
1252,multiprocessing,16,66700000,0.5196530818939209,3.1423136431784107,7.790900778019804e-09
1253,threading,17,66700000,1.0066661834716797,3.141497391304348,1.509244652881079e-08
1254,multiprocessing,17,66700000,0.49398279190063477,3.1428570314842577,7.406038859079982e-09
1255,threading,18,66700000,1.025010108947754,3.1414278260869564,1.5367467900266177e-08
1256,multiprocessing,18,66700000,0.5040435791015625,3.142529055472264,7.556875248898988e-09
