,method,workers,N,delay,pi,delay_per_point
595,multiprocessing,23,33400000,0.3415215015411377,3.1402244311377245,1.022519465692029e-08
596,threading,24,33400000,0.803466796875,3.14200874251497,2.405589212200599e-08
597,multiprocessing,24,33400000,0.34952712059020996,3.142048383233533,1.0464883850006287e-08
598,threading,25,33400000,0.7760396003723145,3.1418331736526945,2.323471857402139e-08
599,multiprocessing,25,33400000,0.33357930183410645,3.141562874251497,9.987404246530134e-09
600,threading,26,33400000,0.8155972957611084,3.1408189221556886,2.441908071141043e-08
601,multiprocessing,26,33400000,0.35146474838256836,3.141734131736527,1.052289665816073e-08
602,threading,27,33400000,0.7909116744995117,3.141895329341317,2.36799902544764e-08
603,multiprocessing,27,33400000,0.3422517776489258,3.1401291017964073,1.0247059211045682e-08
604,threading,28,33400000,0.8178150653839111,3.141016407185629,2.4485480999518298e-08
605,multiprocessing,28,33400000,0.3632471561431885,3.1455501796407184,1.0875663357580494e-08
606,threading,29,33400000,0.8256185054779053,3.142197604790419,2.4719116930476206e-08
607,multiprocessing,29,33400000,0.3652815818786621,3.142499041916168,1.0936574307744375e-08
608,threading,30,33400000,0.7904295921325684,3.1415298203592816,2.36655566506757e-08
609,multiprocessing,30,33400000,0.3722515106201172,3.1414778443113773,1.1145254808985544e-08
610,threading,1,33400000,0.9373340606689453,3.141360479041916,2.806389403200435e-08
611,multiprocessing,1,33400000,0.999093770980835,3.1418767664670657,2.991298715511482e-08
612,sequential,1,33400000,0.9234769344329834,3.1418767664670657,2.7649010012963576e-08
613,threading,2,33400000,0.6815059185028076,3.141799880239521,2.040436881744933e-08
614,multiprocessing,2,33400000,0.5841448307037354,3.141445748502994,1.748936618873459e-08
615,threading,3,33400000,0.6310253143310547,3.141749101796407,1.889297348296571e-08
616,multiprocessing,3,33400000,0.43765974044799805,3.141889221556886,1.3103585043353235e-08
617,threading,4,33400000,0.5999517440795898,3.141739880239521,1.7962627068251192e-08
618,multiprocessing,4,33400000,0.3615684509277344,3.1419928143712577,1.0825402722387256e-08
619,threading,5,33400000,0.5850861072540283,3.1415005988023954,1.7517548121378094e-08
620,multiprocessing,5,33400000,0.354280948638916,3.14221497005988,1.060721403110527e-08
621,threading,6,33400000,0.593339204788208,3.142059640718563,1.7764646849946347e-08
622,multiprocessing,6,33400000,0.32082319259643555,3.141710658682635,9.605484808276514e-09
623,threading,7,33400000,0.5929341316223145,3.141408622754491,1.7752518910847737e-08
624,multiprocessing,7,33400000,0.31911778450012207,3.141057604790419,9.554424685632398e-09
625,threading,8,33400000,0.5981106758117676,3.1411128143712577,1.7907505263825377e-08
626,multiprocessing,8,33400000,0.3019721508026123,3.1412215568862276,9.04108235935965e-09
627,threading,9,33400000,0.5332341194152832,3.1413413173652693,1.5965093395667163e-08
628,multiprocessing,9,33400000,0.32183289527893066,3.1424982035928144,9.635715427512894e-09
629,threading,10,33400000,0.5269534587860107,3.141924910179641,1.577704966425182e-08
630,multiprocessing,10,33400000,0.30727052688598633,3.141931736526946,9.199716373831927e-09
631,threading,11,33400000,0.6049439907073975,3.141842994011976,1.8112095530161602e-08
632,multiprocessing,11,33400000,0.29006028175354004,3.142914730538922,8.684439573459283e-09
633,threading,12,33400000,0.6234273910522461,3.141742754491018,1.866549075006725e-08
634,multiprocessing,12,33400000,0.27316927909851074,3.140276407185629,8.178720931093136e-09
635,threading,13,33400000,0.6657507419586182,3.141394131736527,1.9932656944868806e-08
636,multiprocessing,13,33400000,0.29187989234924316,3.1421046706586826,8.73891893261207e-09
637,threading,14,33400000,0.6569502353668213,3.14174502994012,1.9669168723557523e-08
638,multiprocessing,14,33400000,0.32480692863464355,3.1426411976047905,9.724758342354597e-09
639,threading,15,33400000,0.6404914855957031,3.1412843113772455,1.917639178430249e-08
640,multiprocessing,15,33400000,0.3072364330291748,3.141777844311377,9.198695599675892e-09
641,threading,16,33400000,0.6908104419708252,3.1416353293413173,2.0682947364395963e-08
642,multiprocessing,16,33400000,0.3137362003326416,3.1408268263473054,9.393299411156934e-09
643,threading,17,33400000,0.7143232822418213,3.1410447904191616,2.1386924618018602e-08
644,multiprocessing,17,33400000,0.2987496852874756,3.1408039520958084,8.944601355912443e-09
645,threading,18,33400000,0.7387502193450928,3.141369341317365,2.2118270040272238e-08
646,multiprocessing,18,33400000,0.3387141227722168,3.1425650299401195,1.0141141400365773e-08
647,threading,19,33400000,0.736090898513794,3.1418216766467064,2.2038649656101616e-08
648,multiprocessing,19,33400000,0.341153621673584,3.141760359281437,1.0214180289628263e-08
649,threading,20,33400000,0.7417776584625244,3.140876766467066,2.22089119300157e-08
650,multiprocessing,20,33400000,0.3535799980163574,3.1411544910179643,1.0586227485519683e-08
651,threading,21,33400000,0.7750372886657715,3.141759041916168,2.3204709241490164e-08
652,multiprocessing,21,33400000,0.35082101821899414,3.1413132934131736,1.0503623299969884e-08
653,threading,22,33400000,0.8040697574615479,3.141426586826347,2.407394483417808e-08
654,multiprocessing,22,33400000,0.34502434730529785,3.1424694610778445,1.0330070278601732e-08
655,threading,23,33400000,0.7905504703521729,3.1421349700598804,2.366917575904709e-08
656,multiprocessing,23,33400000,0.3378722667694092,3.1403924550898203,1.0115936130820634e-08
657,threading,24,33400000,0.6841816902160645,3.141919760479042,2.048448174299594e-08
658,multiprocessing,24,33400000,0.3354041576385498,3.1443995209580837,1.0042040647860772e-08
659,threading,25,33400000,0.7633724212646484,3.1415697005988026,2.2855461714510434e-08
660,multiprocessing,25,33400000,0.3410763740539551,3.142017964071856,1.0211867486645362e-08
661,threading,26,33400000,0.7913947105407715,3.1414686227544912,2.3694452411400344e-08
662,multiprocessing,26,33400000,0.3499281406402588,3.1415192814371258,1.0476890438331101e-08
663,threading,27,33400000,0.8009495735168457,3.141265508982036,2.3980526153198974e-08
664,multiprocessing,27,33400000,0.35573816299438477,3.1409374850299403,1.0650843203424693e-08
665,threading,28,33400000,0.8364856243133545,3.14165245508982,2.5044479769860913e-08
666,multiprocessing,28,33400000,0.3776543140411377,3.1426931736526944,1.1307015390453224e-08
667,threading,29,33400000,0.7997407913208008,3.141625988023952,2.3944335069485054e-08
668,multiprocessing,29,33400000,0.369279146194458,3.142693532934132,1.1056261862109522e-08
669,threading,30,33400000,0.8142597675323486,3.1422627544910178,2.4379034956058343e-08
670,multiprocessing,30,33400000,0.37683558464050293,3.1427784431137726,1.1282502534146794e-08
671,threading,1,33400000,0.93772292137146,3.14188874251497,2.8075536568007785e-08
672,multiprocessing,1,33400000,1.0011045932769775,3.141836646706587,2.997319141547837e-08
673,sequential,1,33400000,0.9127869606018066,3.141836646706587,2.7328950916221755e-08
674,threading,2,33400000,0.7179813385009766,3.1418620359281437,2.149644726050828e-08
675,multiprocessing,2,33400000,0.5615248680114746,3.1417480239520956,1.6812121796750736e-08
676,threading,3,33400000,0.6244606971740723,3.1415149700598803,1.869642805910396e-08
677,multiprocessing,3,33400000,0.41211938858032227,3.141553652694611,1.2338903849710247e-08
678,threading,4,33400000,0.5972874164581299,3.1414930538922157,1.7882856780183528e-08
679,multiprocessing,4,33400000,0.35477304458618164,3.1399592814371258,1.062194744270005e-08
680,threading,5,33400000,0.6119577884674072,3.1415047904191615,1.8322089475072072e-08
681,multiprocessing,5,33400000,0.35776185989379883,3.1415964071856286,1.0711432930952061e-08
682,threading,6,33400000,0.5858490467071533,3.1418131736526944,1.754039061997465e-08
683,multiprocessing,6,33400000,0.31467199325561523,3.141314011976048,9.421317163341773e-09
684,threading,7,33400000,0.6053917407989502,3.141911736526946,1.8125501221525456e-08
685,multiprocessing,7,33400000,0.2944328784942627,3.1428499401197603,8.8153556435408e-09
686,threading,8,33400000,0.5615026950836182,3.142014850299401,1.6811457936635273e-08
687,multiprocessing,8,33400000,0.30701732635498047,3.1408986826347305,9.192135519610193e-09
688,threading,9,33400000,0.5270965099334717,3.141452095808383,1.578133263273867e-08
689,multiprocessing,9,33400000,0.3063168525695801,3.141480718562874,9.17116325058623e-09
690,threading,10,33400000,0.6088554859161377,3.141434610778443,1.8229206165153822e-08
691,multiprocessing,10,33400000,0.32184481620788574,3.1419305389221557,9.636072341553465e-09
692,threading,11,33400000,0.6075890064239502,3.1412905389221555,1.8191287617483537e-08
693,multiprocessing,11,33400000,0.2941172122955322,3.1434100598802397,8.805904559746474e-09
694,threading,12,33400000,0.6330733299255371,3.1414202395209583,1.895429131513584e-08
695,multiprocessing,12,33400000,0.27557849884033203,3.1412349700598803,8.250853258692576e-09
696,threading,13,33400000,0.6865322589874268,3.141756886227545,2.0554858053515772e-08
697,multiprocessing,13,33400000,0.3119685649871826,3.142302395209581,9.340376197221036e-09
698,threading,14,33400000,0.5026116371154785,3.1418189221556885,1.504825260824786e-08
699,multiprocessing,14,33400000,0.2975635528564453,3.1400591616766467,8.909088408875609e-09
700,threading,15,33400000,0.6548988819122314,3.141273892215569,1.9607750955456032e-08
701,multiprocessing,15,33400000,0.2882208824157715,3.1425,8.629367736999146e-09
702,threading,16,33400000,0.693324089050293,3.141451856287425,2.0758206258990808e-08
703,multiprocessing,16,33400000,0.298490047454834,3.1415243113772453,8.936827768108801e-09
704,threading,17,33400000,0.5814578533172607,3.1413282634730537,1.740891776398984e-08
705,multiprocessing,17,33400000,0.3008391857147217,3.1426098203592816,9.007161248943763e-09
706,threading,18,33400000,0.7260582447052002,3.141774491017964,2.1738270799556892e-08
707,multiprocessing,18,33400000,0.35239458084106445,3.1429465868263473,1.0550735953325283e-08
708,threading,19,33400000,0.7166857719421387,3.1417207185628744,2.1457657842579002e-08
709,multiprocessing,19,33400000,0.3264472484588623,3.1399786826347307,9.773869714337194e-09
710,threading,20,33400000,0.7460751533508301,3.1411868263473055,2.2337579441641618e-08
711,multiprocessing,20,33400000,0.34229326248168945,3.142699401197605,1.024830127190687e-08
712,threading,21,33400000,0.5607483386993408,3.141041916167665,1.678887241614793e-08
713,multiprocessing,21,33400000,0.3457908630371094,3.1400759281437125,1.0353019851410461e-08
714,threading,22,33400000,0.7464292049407959,3.1416492215568863,2.2348179788646583e-08
715,multiprocessing,22,33400000,0.34101152420043945,3.141323353293413,1.0209925874264654e-08
716,threading,23,33400000,0.6984512805938721,3.1419869461077843,2.0911714987840482e-08
717,multiprocessing,23,33400000,0.33587169647216797,3.140948862275449,1.0056038816531975e-08
718,threading,24,33400000,0.6677646636962891,3.1413855089820357,1.9992954002882907e-08
719,multiprocessing,24,33400000,0.3403136730194092,3.140573892215569,1.0189032126329617e-08
720,threading,25,33400000,0.746100664138794,3.1415334131736525,2.233834323768844e-08
721,multiprocessing,25,33400000,0.3583252429962158,3.144266467065868,1.0728300688509456e-08
722,threading,26,33400000,0.7886004447937012,3.1419265868263473,2.3610791760290455e-08
723,multiprocessing,26,33400000,0.353618860244751,3.1430450299401196,1.0587391025291945e-08
724,threading,27,33400000,0.6754963397979736,3.141716886227545,2.0224441311316575e-08
725,multiprocessing,27,33400000,0.3497626781463623,3.140724071856287,1.0471936471447973e-08
726,threading,28,33400000,0.8069262504577637,3.1415104191616767,2.415946857657975e-08
727,multiprocessing,28,33400000,0.36190128326416016,3.1431324550898205,1.0835367762400005e-08
728,threading,29,33400000,0.7827279567718506,3.1414671856287426,2.343496876562427e-08
729,multiprocessing,29,33400000,0.36415672302246094,3.1419364071856286,1.0902895898876077e-08
730,threading,30,33400000,0.6464939117431641,3.141734131736527,1.93561051420109e-08
731,multiprocessing,30,33400000,0.3657207489013672,3.143622754491018,1.0949723020999017e-08
732,threading,1,44500000,1.235490083694458,3.1417073258426966,2.776382210549344e-08
733,multiprocessing,1,44500000,1.3160781860351562,3.1417178426966292,2.9574790697419242e-08
734,sequential,1,44500000,1.2287354469299316,3.1417178426966292,2.7612032515279364e-08
735,threading,2,44500000,0.9407129287719727,3.141932134831461,2.113961637689826e-08
736,multiprocessing,2,44500000,0.7158594131469727,3.1418709213483145,1.6086728385325227e-08
737,threading,3,44500000,0.8053648471832275,3.141711550561798,1.8098086453555675e-08
738,multiprocessing,3,44500000,0.5351080894470215,3.141845123595506,1.2024900886449921e-08
739,threading,4,44500000,0.7685654163360596,3.141504988764045,1.7271132951372125e-08
740,multiprocessing,4,44500000,0.4521210193634033,3.141261662921348,1.0160022907042772e-08
741,threading,5,44500000,0.7432329654693604,3.1410831460674156,1.6701864392569896e-08
742,multiprocessing,5,44500000,0.3981297016143799,3.1423824719101123,8.946734867738873e-09
743,threading,6,44500000,0.7402310371398926,3.141835146067416,1.663440532898635e-08
744,multiprocessing,6,44500000,0.4050889015197754,3.1411620674157303,9.103121382466863e-09
745,threading,7,44500000,0.7334909439086914,3.141422202247191,1.6482942559745875e-08
746,multiprocessing,7,44500000,0.3927333354949951,3.1411224269662923,8.825468213370676e-09
747,threading,8,44500000,0.7913320064544678,3.1414720898876403,1.7782741718077926e-08
748,multiprocessing,8,44500000,0.37509799003601074,3.1406813483146068,8.429168315415971e-09
749,threading,9,44500000,0.76766037940979,3.141361617977528,1.725079504291663e-08
750,multiprocessing,9,44500000,0.37035155296325684,3.1419594606741574,8.322506808163074e-09
751,threading,10,44500000,0.729097843170166,3.1411720449438203,1.638422119483519e-08
752,multiprocessing,10,44500000,0.37651586532592773,3.143274606741573,8.461030681481522e-09
753,threading,11,44500000,0.7023711204528809,3.141912179775281,1.57836206843344e-08
754,multiprocessing,11,44500000,0.3736379146575928,3.1416622921348316,8.396357632754894e-09
755,threading,12,44500000,0.7334568500518799,3.141383820224719,1.6482176405660223e-08
756,multiprocessing,12,44500000,0.37040066719055176,3.1403034606741573,8.323610498664084e-09
757,threading,13,44500000,0.726332426071167,3.141348584269663,1.6322076990363303e-08
758,multiprocessing,13,44500000,0.3690910339355469,3.1412498876404493,8.294180537877458e-09
759,threading,14,44500000,0.6847782135009766,3.141485393258427,1.53882744606961e-08
760,multiprocessing,14,44500000,0.3626973628997803,3.1422946516853933,8.150502537073714e-09
761,threading,15,44500000,0.7145950794219971,3.1413582921348313,1.6058316391505552e-08
762,multiprocessing,15,44500000,0.36687278747558594,3.1413141573033707,8.244332302822156e-09
763,threading,16,44500000,0.8416917324066162,3.141478741573034,1.8914420952957668e-08
764,multiprocessing,16,44500000,0.3432769775390625,3.144705438202247,7.714089382900282e-09
765,threading,17,44500000,0.8822386264801025,3.1418872808988763,1.9825587111912417e-08
766,multiprocessing,17,44500000,0.3555924892425537,3.140600629213483,7.990842454888848e-09
767,threading,18,44500000,0.8332729339599609,3.141608808988764,1.8725234471010358e-08
768,multiprocessing,18,44500000,0.3707756996154785,3.141900404494382,8.332038193606258e-09
769,threading,19,44500000,0.675586462020874,3.141848808988764,1.518171824766009e-08
770,multiprocessing,19,44500000,0.40576815605163574,3.143078202247191,9.118385529250241e-09
771,threading,20,44500000,0.669111967086792,3.1413837303370786,1.503622397947847e-08
772,multiprocessing,20,44500000,0.40197181701660156,3.140997752808989,9.033074539698912e-09
773,threading,21,44500000,0.6619293689727783,3.1415848988764044,1.4874817280287153e-08
774,multiprocessing,21,44500000,0.4052295684814453,3.1404353258426965,9.106282437785287e-09
775,threading,22,44500000,0.9019143581390381,3.1419579325842695,2.0267738385146922e-08
776,multiprocessing,22,44500000,0.40427470207214355,3.1433679101123597,9.084824765666147e-09
777,threading,23,44500000,0.9060590267181396,3.1422188764044945,2.0360877004902015e-08
778,multiprocessing,23,44500000,0.4140443801879883,3.1413617078651686,9.304368094112097e-09
779,threading,24,44500000,0.9481163024902344,3.1414198651685394,2.1305984325623245e-08
780,multiprocessing,24,44500000,0.3988173007965088,3.142224539325843,8.962186534753007e-09
781,threading,25,44500000,0.9524974822998047,3.1416898876404495,2.1404437804489994e-08
782,multiprocessing,25,44500000,0.4027533531188965,3.1408561797752808,9.050637148739246e-09
783,threading,26,44500000,0.9873547554016113,3.1412885393258425,2.2187747312395762e-08
784,multiprocessing,26,44500000,0.42920494079589844,3.140830382022472,9.645054849346032e-09
785,threading,27,44500000,0.9991135597229004,3.1413766292134833,2.2451990106132595e-08
786,multiprocessing,27,44500000,0.4057583808898926,3.141232179775281,9.118165862694215e-09
787,threading,28,44500000,1.000715970993042,3.141637393258427,2.2487999348158248e-08
788,multiprocessing,28,44500000,0.425612211227417,3.139334831460674,9.5643193534251e-09
789,threading,29,44500000,0.9034092426300049,3.1410308314606743,2.0301331295056288e-08
790,multiprocessing,29,44500000,0.41558051109313965,3.1393171235955055,9.338887889733475e-09
791,threading,30,44500000,0.7587242126464844,3.141909662921348,1.704998230666257e-08
792,multiprocessing,30,44500000,0.4224209785461426,3.141303370786517,9.492606259463878e-09
793,threading,1,44500000,1.242990493774414,3.14148,2.7932370646616045e-08
794,multiprocessing,1,44500000,1.302704095840454,3.1415918202247193,2.9274249344729305e-08
795,sequential,1,44500000,1.2337207794189453,3.1415918202247193,2.7724062458852703e-08
796,threading,2,44500000,0.9382975101470947,3.141663820224719,2.1085337306676287e-08
797,multiprocessing,2,44500000,0.7425765991210938,3.1414534831460674,1.668711458699087e-08
798,threading,3,44500000,0.81329345703125,3.1414028764044946,1.8276257461376405e-08
799,multiprocessing,3,44500000,0.531653881072998,3.1409460674157303,1.1947278226359507e-08
800,threading,4,44500000,0.7915995121002197,3.1413991011235955,1.7788753080903815e-08
801,multiprocessing,4,44500000,0.4614450931549072,3.141736629213483,1.0369552655166454e-08
802,threading,5,44500000,0.7549641132354736,3.141423640449438,1.69654856906848e-08
803,multiprocessing,5,44500000,0.39254283905029297,3.141230561797753,8.821187394388605e-09
804,threading,6,44500000,0.7230639457702637,3.1417837303370786,1.6248627994837386e-08
805,multiprocessing,6,44500000,0.4101548194885254,3.14099002247191,9.2169622356972e-09
806,threading,7,44500000,0.7405798435211182,3.1415254831460673,1.664224367463187e-08
807,multiprocessing,7,44500000,0.38834619522094727,3.141982561797753,8.726880791481961e-09
808,threading,8,44500000,0.7521505355834961,3.1415109213483148,1.6902259226595416e-08
809,multiprocessing,8,44500000,0.36515378952026367,3.1405037303370786,8.205703135286824e-09
810,threading,9,44500000,0.7012581825256348,3.141706606741573,1.575861084327269e-08
811,multiprocessing,9,44500000,0.3586268424987793,3.142063820224719,8.059030168511894e-09
812,threading,10,44500000,0.7051353454589844,3.141858786516854,1.5845738100201898e-08
813,multiprocessing,10,44500000,0.3673520088195801,3.1404278651685393,8.255101321788317e-09
814,threading,11,44500000,0.7444872856140137,3.1415705168539327,1.6730051362112668e-08
815,multiprocessing,11,44500000,0.37396788597106934,3.1424364943820224,8.403772718450997e-09
816,threading,12,44500000,0.6871075630187988,3.141366831460674,1.5440619393680873e-08
817,multiprocessing,12,44500000,0.3614332675933838,3.1400575280898875,8.122095900974917e-09
818,threading,13,44500000,0.7257020473480225,3.1414604943820224,1.6307911176360056e-08
819,multiprocessing,13,44500000,0.3657841682434082,3.1413141573033707,8.219868949290073e-09
820,threading,14,44500000,0.6677651405334473,3.141480179775281,1.500595821423477e-08
821,multiprocessing,14,44500000,0.37361788749694824,3.1413961348314605,8.395907584201083e-09
822,threading,15,44500000,0.7078771591186523,3.1413263820224717,1.5907351890306793e-08
823,multiprocessing,15,44500000,0.372267484664917,3.140989213483146,8.365561453144201e-09
824,threading,16,44500000,0.7256355285644531,3.1418115056179774,1.6306416372234903e-08
825,multiprocessing,16,44500000,0.3346531391143799,3.1414766741573033,7.520295260997301e-09
826,threading,17,44500000,0.8554525375366211,3.141469213483146,1.9223652528912835e-08
827,multiprocessing,17,44500000,0.37531304359436035,3.1397846292134832,8.434000979648548e-09
828,threading,18,44500000,0.8702025413513184,3.141646741573034,1.955511328879367e-08
829,multiprocessing,18,44500000,0.3787975311279297,3.1407225168539328,8.512304070290554e-09
830,threading,19,44500000,0.8750858306884766,3.141325662921348,1.9664850127830933e-08
831,multiprocessing,19,44500000,0.4033164978027344,3.1426614831460675,9.063292085454706e-09
832,threading,20,44500000,0.6627545356750488,3.141718651685393,1.4893360352248288e-08
833,multiprocessing,20,44500000,0.4044981002807617,3.1422795505617978,9.089844950129477e-09
834,threading,21,44500000,0.8781001567840576,3.141144,1.973258779290017e-08
835,multiprocessing,21,44500000,0.41109490394592285,3.1428515056179775,9.238087729121862e-09
836,threading,22,44500000,0.8888986110687256,3.1412507865168537,1.9975249686937654e-08
837,multiprocessing,22,44500000,0.3995058536529541,3.141437842696629,8.977659632650654e-09
838,threading,23,44500000,0.9639685153961182,3.1418108764044943,2.166221382912625e-08
839,multiprocessing,23,44500000,0.4110593795776367,3.141744179775281,9.237289428710938e-09
840,threading,24,44500000,0.9081377983093262,3.1413938876404495,2.0407590973243283e-08
841,multiprocessing,24,44500000,0.41352367401123047,3.1419031011235954,9.292666831713045e-09
842,threading,25,44500000,0.7719621658325195,3.141300584269663,1.7347464400730777e-08
843,multiprocessing,25,44500000,0.4160337448120117,3.140903370786517,9.34907291712386e-09
844,threading,26,44500000,0.7432084083557129,3.1417220674157305,1.670131254731939e-08
845,multiprocessing,26,44500000,0.4027118682861328,3.1422887191011237,9.049704905306356e-09
846,threading,27,44500000,0.9758696556091309,3.141540224719101,2.192965518222766e-08
847,multiprocessing,27,44500000,0.41635584831237793,3.1416544719101123,9.356311198030966e-09
848,threading,28,44500000,0.9670736789703369,3.1416491685393257,2.1731992785850268e-08
849,multiprocessing,28,44500000,0.41289854049682617,3.1430195056179775,9.278618887569127e-09
850,threading,29,44500000,1.009345531463623,3.1416499775280897,2.2681922055362314e-08
851,multiprocessing,29,44500000,0.42078065872192383,3.141126202247191,9.455745139818513e-09
852,threading,30,44500000,0.9113361835479736,3.1416566292134833,2.047946479883087e-08
853,multiprocessing,30,44500000,0.4281296730041504,3.1417644943820227,9.620891528183154e-09
854,threading,1,44500000,1.2417659759521484,3.1419179325842697,2.790485339218311e-08
855,multiprocessing,1,44500000,1.3050365447998047,3.141646741573034,2.9326663928085497e-08
856,sequential,1,44500000,1.2293224334716797,3.141646741573034,2.762522322408269e-08
857,threading,2,44500000,0.926008939743042,3.1414728988764047,2.0809189657147012e-08
858,multiprocessing,2,44500000,0.7197616100311279,3.141260584269663,1.6174418202946696e-08
859,threading,3,44500000,0.8267371654510498,3.1411953258426966,1.8578363268562916e-08
860,multiprocessing,3,44500000,0.531334400177002,3.1419014831460674,1.1940098880382067e-08
861,threading,4,44500000,0.789292573928833,3.142020764044944,1.773691177368164e-08
862,multiprocessing,4,44500000,0.4465970993041992,3.1408276853932584,1.0035889872004477e-08
863,threading,5,44500000,0.7561886310577393,3.141270202247191,1.6993002945117737e-08
864,multiprocessing,5,44500000,0.4026052951812744,3.1415352808988763,9.047310004073583e-09
865,threading,6,44500000,0.7606968879699707,3.141406831460674,1.7094312089212826e-08
866,multiprocessing,6,44500000,0.4057917594909668,3.141829752808989,9.118915943617232e-09
867,threading,7,44500000,0.7443366050720215,3.1414382921348314,1.6726665282517338e-08
868,multiprocessing,7,44500000,0.37870311737060547,3.140256,8.510182412822595e-09
869,threading,8,44500000,0.7261316776275635,3.1410875505617977,1.631756578938345e-08
870,multiprocessing,8,44500000,0.3997838497161865,3.1428738876404494,8.983906735195203e-09
871,threading,9,44500000,0.7352421283721924,3.1419629662921347,1.6522295019599828e-08
872,multiprocessing,9,44500000,0.36972665786743164,3.140770247191011,8.308464221740037e-09
873,threading,10,44500000,0.7037222385406494,3.141524404494382,1.581398288855392e-08
874,multiprocessing,10,44500000,0.35254478454589844,3.140616629213483,7.922354708896594e-09
875,threading,11,44500000,0.7603888511657715,3.1415729438202247,1.708738991383756e-08
876,multiprocessing,11,44500000,0.3708219528198242,3.1409691685393257,8.333077591456724e-09
877,threading,12,44500000,0.7196705341339111,3.1415519101123595,1.6172371553571037e-08
878,multiprocessing,12,44500000,0.36998820304870605,3.140980853932584,8.314341641543956e-09
879,threading,13,44500000,0.7210960388183594,3.1418046741573034,1.6204405366704704e-08
880,multiprocessing,13,44500000,0.3799912929534912,3.140665617977528,8.539130178730139e-09
881,threading,14,44500000,0.7764031887054443,3.1413839101123595,1.7447262667538074e-08
882,multiprocessing,14,44500000,0.3555026054382324,3.141900764044944,7.988822594117582e-09
883,threading,15,44500000,0.7552111148834229,3.1413940674157304,1.697103628951512e-08
884,multiprocessing,15,44500000,0.3772087097167969,3.1424575280898877,8.476600218354986e-09
885,threading,16,44500000,0.8331077098846436,3.1416941123595508,1.872152157044143e-08
886,multiprocessing,16,44500000,0.3502063751220703,3.1403635056179775,7.869806182518434e-09
887,threading,17,44500000,0.8989226818084717,3.141525842696629,2.0200509703561162e-08
888,multiprocessing,17,44500000,0.3550863265991211,3.14089402247191,7.979468013463395e-09
889,threading,18,44500000,0.7809646129608154,3.141345438202247,1.754976658338911e-08
890,multiprocessing,18,44500000,0.39577436447143555,3.142110741573034,8.893805943178326e-09
891,threading,19,44500000,0.8379487991333008,3.1416046741573034,1.8830310092883165e-08
892,multiprocessing,19,44500000,0.4037630558013916,3.141384,9.073327096660486e-09
893,threading,20,44500000,0.885638952255249,3.141272269662921,1.990199892708425e-08
894,multiprocessing,20,44500000,0.40876126289367676,3.1404584269662923,9.185646357161276e-09
895,threading,21,44500000,0.9035778045654297,3.1409386966292137,2.0305119203717522e-08
896,multiprocessing,21,44500000,0.3946411609649658,3.142120988764045,8.868340695841928e-09
897,threading,22,44500000,0.9092679023742676,3.1416523146067417,2.043298657020826e-08
898,multiprocessing,22,44500000,0.39545345306396484,3.139788584269663,8.886594450875615e-09
899,threading,23,44500000,0.9390196800231934,3.1415018426966292,2.1101565843217828e-08
900,multiprocessing,23,44500000,0.40062427520751953,3.1406050337078653,9.002792701292574e-09
901,threading,24,44500000,0.976813554763794,3.1418053033707865,2.195086639918638e-08
902,multiprocessing,24,44500000,0.3958125114440918,3.141299056179775,8.894663178518917e-09
903,threading,25,44500000,0.9315688610076904,3.141776179775281,2.0934131708037987e-08
904,multiprocessing,25,44500000,0.39952969551086426,3.1423775280898876,8.978195404738523e-09
905,threading,26,44500000,0.8608076572418213,3.1418379325842696,1.934399229756902e-08
906,multiprocessing,26,44500000,0.4074878692626953,3.14060602247191,9.15703076994821e-09
907,threading,27,44500000,0.9769766330718994,3.1413494831460675,2.1954531080267403e-08
908,multiprocessing,27,44500000,0.41770315170288086,3.1418583370786517,9.386587678716424e-09
909,threading,28,44500000,0.9939250946044922,3.141675595505618,2.2335395384370612e-08
910,multiprocessing,28,44500000,0.4257054328918457,3.141569797752809,9.566414222288667e-09
911,threading,29,44500000,1.0210182666778564,3.140829842696629,2.294423071186194e-08
912,multiprocessing,29,44500000,0.4158010482788086,3.1402972584269664,9.343843781546261e-09
913,threading,30,44500000,0.9267950057983398,3.1416379325842696,2.0826854062884042e-08
914,multiprocessing,30,44500000,0.42182397842407227,3.1398795505617976,9.479190526383646e-09
915,threading,1,55600000,1.531151533126831,3.1418076258992804,2.7538696638971783e-08
916,multiprocessing,1,55600000,1.6243586540222168,3.141765035971223,2.9215083705435555e-08
917,sequential,1,55600000,1.540989637374878,3.141765035971223,2.771564095997982e-08
918,threading,2,55600000,1.139906644821167,3.141553165467626,2.0501918072323148e-08
919,multiprocessing,2,55600000,0.887824535369873,3.1415438848920862,1.5968067182911384e-08
920,threading,3,55600000,0.9749646186828613,3.1418624460431657,1.7535334868396788e-08
921,multiprocessing,3,55600000,0.6679675579071045,3.14138654676259,1.2013804998329218e-08
922,threading,4,55600000,0.9591624736785889,3.141773021582734,1.725112362731275e-08
923,multiprocessing,4,55600000,0.5496172904968262,3.14140345323741,9.88520306648968e-09
924,threading,5,55600000,0.9158482551574707,3.1413391366906476,1.6472090920098396e-08
925,multiprocessing,5,55600000,0.5085659027099609,3.141696762589928,9.146868753776276e-09
926,threading,6,55600000,0.9031071662902832,3.141797122302158,1.6242934645508692e-08
927,multiprocessing,6,55600000,0.46733832359313965,3.141271510791367,8.405365532250714e-09
928,threading,7,55600000,0.9105310440063477,3.141646834532374,1.6376457626013448e-08
