,method,workers,N,delay,pi,delay_per_point
58,multiprocessing,29,100000,0.09714031219482422,3.0559867452504283,9.714031219482423e-07
59,threading,30,100000,0.07615804672241211,3.0599311804166174,7.615804672241211e-07
60,multiprocessing,30,100000,0.09723663330078125,3.054846092054294,9.723663330078126e-07
61,threading,1,100000,0.03402209281921387,3.0540620492602146,3.4022092819213867e-07
62,multiprocessing,1,100000,0.039405107498168945,3.06523633133518,3.9405107498168947e-07
63,sequential,1,100000,0.029526948928833008,3.0509668086289,2.952694892883301e-07
64,threading,2,100000,0.0646207332611084,3.0638440794140775,6.46207332611084e-07
65,multiprocessing,2,100000,0.04291081428527832,3.061940418385523,4.291081428527832e-07
66,threading,3,100000,0.06483125686645508,3.064707895428793,6.483125686645508e-07
67,multiprocessing,3,100000,0.04327225685119629,3.055555400900493,4.327225685119629e-07
68,threading,4,100000,0.06753802299499512,3.0642410788815644,6.753802299499511e-07
69,multiprocessing,4,100000,0.04239845275878906,3.0582431293035683,4.239845275878906e-07
70,threading,5,100000,0.05349588394165039,3.0584467940760987,5.349588394165039e-07
71,multiprocessing,5,100000,0.04401803016662598,3.0633546565219665,4.4018030166625975e-07
72,threading,6,100000,0.07287311553955078,3.0579175956190414,7.287311553955078e-07
73,multiprocessing,6,100000,0.0455172061920166,3.0567970849013406,4.55172061920166e-07
74,threading,7,100000,0.06417536735534668,3.0626202701427654,6.417536735534668e-07
75,multiprocessing,7,100000,0.0478060245513916,3.0566215654066777,4.78060245513916e-07
76,threading,8,100000,0.07001399993896484,3.0590130278131906,7.001399993896484e-07
77,multiprocessing,8,100000,0.05082225799560547,3.0656707873469426,5.082225799560547e-07
78,threading,9,100000,0.06836080551147461,3.061148355792905,6.836080551147461e-07
79,multiprocessing,9,100000,0.051601409912109375,3.0645334268164093,5.160140991210938e-07
80,threading,10,100000,0.07335400581359863,3.0646306232979765,7.335400581359864e-07
81,multiprocessing,10,100000,0.05484175682067871,3.066332499057552,5.484175682067871e-07
82,threading,11,100000,0.07006549835205078,3.0626849455918417,7.006549835205078e-07
83,multiprocessing,11,100000,0.055692434310913086,3.05668355551304,5.569243431091309e-07
84,threading,12,100000,0.07673287391662598,3.0596940913250994,7.673287391662598e-07
85,multiprocessing,12,100000,0.056311607360839844,3.06458519532543,5.631160736083985e-07
86,threading,13,100000,0.06526613235473633,3.0573479103149332,6.526613235473633e-07
87,multiprocessing,13,100000,0.05839180946350098,3.0608209537111954,5.839180946350097e-07
88,threading,14,100000,0.07321453094482422,3.0570654839069977,7.321453094482422e-07
89,multiprocessing,14,100000,0.05981850624084473,3.059625901991605,5.981850624084473e-07
90,threading,15,100000,0.07380199432373047,3.06011600519369,7.380199432373046e-07
91,multiprocessing,15,100000,0.06250715255737305,3.0613575245655693,6.250715255737305e-07
92,threading,16,100000,0.07266378402709961,3.0631376645515522,7.266378402709961e-07
93,multiprocessing,16,100000,0.06471538543701172,3.0535915621477314,6.471538543701172e-07
94,threading,17,100000,0.07282137870788574,3.0536875062753888,7.282137870788574e-07
95,multiprocessing,17,100000,0.07333803176879883,3.060898006226022,7.333803176879883e-07
96,threading,18,100000,0.07002472877502441,3.0584758889241836,7.002472877502442e-07
97,multiprocessing,18,100000,0.06756782531738281,3.055712285214963,6.756782531738281e-07
98,threading,19,100000,0.07827067375183105,3.0659289351750707,7.827067375183106e-07
99,multiprocessing,19,100000,0.07382416725158691,3.0561392927842705,7.382416725158692e-07
100,threading,20,100000,0.07774233818054199,3.064726630138329,7.774233818054199e-07
101,multiprocessing,20,100000,0.07948613166809082,3.0608736267729197,7.948613166809082e-07
102,threading,21,100000,0.07562732696533203,3.0652656524028337,7.562732696533203e-07
103,multiprocessing,21,100000,0.07876062393188477,3.0583806533546065,7.876062393188476e-07
104,threading,22,100000,0.07697153091430664,3.055233126507229,7.697153091430664e-07
105,multiprocessing,22,100000,0.0830228328704834,3.0611488517240404,8.30228328704834e-07
106,threading,23,100000,0.0796518325805664,3.0604439055967814,7.965183258056641e-07
107,multiprocessing,23,100000,0.07646656036376953,3.0647452545555347,7.646656036376953e-07
108,threading,24,100000,0.06982088088989258,3.0595414854305725,6.982088088989258e-07
109,multiprocessing,24,100000,0.08200359344482422,3.0637842401218722,8.200359344482422e-07
110,threading,25,100000,0.07344508171081543,3.0616768543091677,7.344508171081543e-07
111,multiprocessing,25,100000,0.08850336074829102,3.065790952870146,8.850336074829101e-07
112,threading,26,100000,0.0755317211151123,3.058422577569322,7.55317211151123e-07
113,multiprocessing,26,100000,0.09022998809814453,3.065031741458435,9.022998809814453e-07
114,threading,27,100000,0.06187605857849121,3.058772317000661,6.187605857849122e-07
115,multiprocessing,27,100000,0.09308314323425293,3.0631433340056926,9.308314323425293e-07
116,threading,28,100000,0.08001136779785156,3.058017663000244,8.001136779785156e-07
117,multiprocessing,28,100000,0.09484100341796875,3.064003847671144,9.484100341796875e-07
118,threading,29,100000,0.07675766944885254,3.0684408788659323,7.675766944885254e-07
119,multiprocessing,29,100000,0.0868220329284668,3.059945243208275,8.682203292846679e-07
120,threading,30,100000,0.07272887229919434,3.0573238017540607,7.272887229919433e-07
121,multiprocessing,30,100000,0.09522199630737305,3.0632325916053333,9.522199630737305e-07
122,threading,1,100000,0.035944223403930664,3.0552373033274702,3.594422340393066e-07
123,multiprocessing,1,100000,0.03448343276977539,3.062733475747911,3.448343276977539e-07
124,sequential,1,100000,0.022569894790649414,3.062829735238016,2.2569894790649414e-07
125,threading,2,100000,0.04145956039428711,3.0602334208155204,4.145956039428711e-07
126,multiprocessing,2,100000,0.044210195541381836,3.0593076120246843,4.4210195541381834e-07
127,threading,3,100000,0.06482172012329102,3.0592686357537877,6.482172012329102e-07
128,multiprocessing,3,100000,0.042993783950805664,3.0626295891047275,4.2993783950805665e-07
129,threading,4,100000,0.04334568977355957,3.0629771670811587,4.334568977355957e-07
130,multiprocessing,4,100000,0.042145729064941406,3.059462236346572,4.2145729064941405e-07
131,threading,5,100000,0.07113075256347656,3.0599663621490345,7.113075256347656e-07
132,multiprocessing,5,100000,0.044080257415771484,3.0613912942612265,4.4080257415771483e-07
133,threading,6,100000,0.07347583770751953,3.062680970654299,7.347583770751953e-07
134,multiprocessing,6,100000,0.04624581336975098,3.055630975463834,4.6245813369750975e-07
135,threading,7,100000,0.06400465965270996,3.0542090537756215,6.400465965270997e-07
136,multiprocessing,7,100000,0.050020456314086914,3.064488832400134,5.002045631408691e-07
137,threading,8,100000,0.06773495674133301,3.061950340107276,6.7734956741333e-07
138,multiprocessing,8,100000,0.04774355888366699,3.06188794318836,4.774355888366699e-07
139,threading,9,100000,0.054656267166137695,3.0621336488452693,5.46562671661377e-07
140,multiprocessing,9,100000,0.04979872703552246,3.0627851005964204,4.979872703552246e-07
141,threading,10,100000,0.07586383819580078,3.0603501317131743,7.586383819580078e-07
142,multiprocessing,10,100000,0.04914402961730957,3.0613237876186106,4.914402961730957e-07
143,threading,11,100000,0.07546591758728027,3.061096694697832,7.546591758728027e-07
144,multiprocessing,11,100000,0.05600237846374512,3.0598144886641205,5.600237846374512e-07
145,threading,12,100000,0.07071590423583984,3.0539040660383896,7.071590423583984e-07
146,multiprocessing,12,100000,0.055876970291137695,3.0643207932455367,5.587697029113769e-07
147,threading,13,100000,0.07161235809326172,3.056280706078251,7.161235809326172e-07
148,multiprocessing,13,100000,0.059992074966430664,3.057874370406457,5.999207496643066e-07
149,threading,14,100000,0.06981205940246582,3.056327673991674,6.981205940246582e-07
150,multiprocessing,14,100000,0.06390953063964844,3.0642865641736536,6.390953063964843e-07
151,threading,15,100000,0.07190608978271484,3.0598321853980597,7.190608978271485e-07
152,multiprocessing,15,100000,0.06315422058105469,3.0611429451715795,6.315422058105469e-07
153,threading,16,100000,0.07699012756347656,3.0591076674724436,7.699012756347656e-07
154,multiprocessing,16,100000,0.07943296432495117,3.065685393808382,7.943296432495117e-07
155,threading,17,100000,0.07786989212036133,3.058991035238169,7.786989212036132e-07
156,multiprocessing,17,100000,0.06291413307189941,3.0630096626386494,6.291413307189941e-07
157,threading,18,100000,0.07373356819152832,3.0627137577337407,7.373356819152832e-07
158,multiprocessing,18,100000,0.07162714004516602,3.061930273322199,7.162714004516601e-07
159,threading,19,100000,0.07329654693603516,3.060394112593713,7.329654693603515e-07
160,multiprocessing,19,100000,0.06646585464477539,3.0563365324690825,6.646585464477539e-07
161,threading,20,100000,0.07601284980773926,3.060775805761902,7.601284980773926e-07
162,multiprocessing,20,100000,0.07664704322814941,3.0655898286705887,7.664704322814941e-07
163,threading,21,100000,0.07542276382446289,3.0588330515249207,7.542276382446289e-07
164,multiprocessing,21,100000,0.07528805732727051,3.0611374752211447,7.528805732727051e-07
165,threading,22,100000,0.06736516952514648,3.05652104353272,6.736516952514648e-07
166,multiprocessing,22,100000,0.08043074607849121,3.062085540101972,8.043074607849121e-07
167,threading,23,100000,0.07943606376647949,3.06371942210689,7.943606376647949e-07
168,multiprocessing,23,100000,0.08308815956115723,3.0597231449671187,8.308815956115723e-07
169,threading,24,100000,0.0743248462677002,3.067790081540306,7.43248462677002e-07
170,multiprocessing,24,100000,0.08168411254882812,3.0598545460182778,8.168411254882812e-07
171,threading,25,100000,0.07704377174377441,3.061590970212239,7.704377174377442e-07
172,multiprocessing,25,100000,0.08483409881591797,3.065696093266332,8.483409881591796e-07
173,threading,26,100000,0.07810783386230469,3.056092506223438,7.810783386230468e-07
174,multiprocessing,26,100000,0.08784723281860352,3.066489501072704,8.784723281860351e-07
175,threading,27,100000,0.06058239936828613,3.05908030379788,6.058239936828613e-07
176,multiprocessing,27,100000,0.0917513370513916,3.0610843944378687,9.17513370513916e-07
177,threading,28,100000,0.07549405097961426,3.0553670413240925,7.549405097961426e-07
178,multiprocessing,28,100000,0.09147286415100098,3.057697981110495,9.147286415100098e-07
179,threading,29,100000,0.07730436325073242,3.0644069274632377,7.730436325073242e-07
180,multiprocessing,29,100000,0.09763026237487793,3.0561927233493904,9.763026237487792e-07
181,threading,30,100000,0.07616591453552246,3.0648941533288685,7.616591453552246e-07
182,multiprocessing,30,100000,0.10487008094787598,3.057547767524606,1.0487008094787598e-06
183,threading,1,11200000,2.261331081390381,3.061209281867556,2.0190456083842685e-07
184,multiprocessing,1,11200000,2.2552106380462646,3.0607745185673907,2.013580926827022e-07
185,sequential,1,11200000,2.22096848487854,3.060819628806373,1.9830075757844106e-07
186,threading,2,11200000,8.226887464523315,3.060821654444363,7.345435236181531e-07
187,multiprocessing,2,11200000,1.1825141906738281,3.060891488402772,1.0558162416730608e-07
188,threading,3,11200000,7.871842384338379,3.06133108113988,7.028430700302124e-07
189,multiprocessing,3,11200000,0.8316085338592529,3.0611470983629077,7.425076195171901e-08
190,threading,4,11200000,8.27021050453186,3.060876310717699,7.384116521903446e-07
191,multiprocessing,4,11200000,0.6363582611083984,3.0604608372226205,5.6817701884678434e-08
192,threading,5,11200000,8.230851173400879,3.061054025653357,7.34897426196507e-07
193,multiprocessing,5,11200000,0.5179579257965088,3.0609865263754017,4.6246243374688284e-08
194,threading,6,11200000,8.133564710617065,3.061289240774972,7.262111348765237e-07
195,multiprocessing,6,11200000,0.4630110263824463,3.060449869234544,4.134027021271842e-08
196,threading,7,11200000,8.204366445541382,3.0607682760541213,7.325327183519091e-07
197,multiprocessing,7,11200000,0.4045250415802002,3.0611627556227905,3.611830728394645e-08
198,threading,8,11200000,8.032103538513184,3.060818775558614,7.171521016529629e-07
199,multiprocessing,8,11200000,0.352766752243042,3.0605818875159465,3.1497031450271605e-08
200,threading,9,11200000,8.269341707229614,3.060703370229896,7.383340810026442e-07
201,multiprocessing,9,11200000,0.32150983810424805,3.061218650672801,2.8706235545022147e-08
202,threading,10,11200000,8.29127836227417,3.0601896630010725,7.402927109173366e-07
203,multiprocessing,10,11200000,0.2940208911895752,3.060891488685713,2.62518652847835e-08
204,threading,11,11200000,8.19369912147522,3.060845192557693,7.315802787031446e-07
205,multiprocessing,11,11200000,0.28410792350769043,3.060961838284236,2.5366778884615217e-08
206,threading,12,11200000,8.381125211715698,3.0607070786065,7.483147510460445e-07
207,multiprocessing,12,11200000,0.2747962474822998,3.059910510322503,2.4535379239491054e-08
208,threading,13,11200000,8.254883527755737,3.0611701426401634,7.37043172121048e-07
209,multiprocessing,13,11200000,0.2630469799041748,3.060839980124759,2.348633749144418e-08
210,threading,14,11200000,8.299367904663086,3.060977304298634,7.410149914877755e-07
211,multiprocessing,14,11200000,0.24158978462219238,3.061057023544085,2.157051648412432e-08
212,threading,15,11200000,8.205990552902222,3.0599792918205435,7.326777279376984e-07
213,multiprocessing,15,11200000,0.23240423202514648,3.060472145717635,2.075037785938808e-08
214,threading,16,11200000,8.298859596252441,3.0608174118850724,7.409696068082537e-07
215,multiprocessing,16,11200000,0.22937607765197754,3.061374016999898,2.048000693321228e-08
216,threading,17,11200000,8.152856826782227,3.060819245413956,7.279336452484131e-07
217,multiprocessing,17,11200000,0.21118855476379395,3.0605911428080703,1.885612096105303e-08
218,threading,18,11200000,8.163931846618652,3.061027224709942,7.289224863052369e-07
219,multiprocessing,18,11200000,0.20463061332702637,3.060693501260515,1.8270590475627354e-08
220,threading,19,11200000,8.217541694641113,3.060714973033558,7.337090798786709e-07
221,multiprocessing,19,11200000,0.27564430236816406,3.0608026552032093,2.4611098425728933e-08
222,threading,20,11200000,8.269701719284058,3.0609051527285476,7.383662249360766e-07
223,multiprocessing,20,11200000,0.32181334495544434,3.0608347610298106,2.8733334371021816e-08
224,threading,21,11200000,8.195001363754272,3.0604884013252653,7.316965503352029e-07
225,multiprocessing,21,11200000,0.30733251571655273,3.060559243394511,2.7440403188977923e-08
226,threading,22,11200000,8.192278623580933,3.0605210766004505,7.314534485340118e-07
227,multiprocessing,22,11200000,0.2960388660430908,3.0608109125009673,2.643204161099025e-08
228,threading,23,11200000,8.096741437911987,3.06083342490492,7.229233426707132e-07
229,multiprocessing,23,11200000,0.28723883628845215,3.0601567514343455,2.56463246686118e-08
230,threading,24,11200000,8.128897905349731,3.0609645103969902,7.257944558347975e-07
231,multiprocessing,24,11200000,0.28752899169921875,3.0607919843578477,2.567223140171596e-08
232,threading,25,11200000,8.238156795501709,3.0606892361625837,7.355497138840811e-07
233,multiprocessing,25,11200000,0.2960176467895508,3.0607409833108967,2.643014703478132e-08
234,threading,26,11200000,8.172385931015015,3.0602198297180707,7.296773152691977e-07
235,multiprocessing,26,11200000,0.28546833992004395,3.0610839749320498,2.548824463571821e-08
236,threading,27,11200000,8.221556901931763,3.0605439309078184,7.340675805296217e-07
237,multiprocessing,27,11200000,0.2744426727294922,3.060812450572412,2.4503810065133232e-08
238,threading,28,11200000,8.116247653961182,3.061229841663511,7.246649691036769e-07
239,multiprocessing,28,11200000,0.2762010097503662,3.061054436065317,2.4660804441996984e-08
240,threading,29,11200000,8.138834476470947,3.06086203129439,7.26681649684906e-07
241,multiprocessing,29,11200000,0.2601964473724365,3.060572330411168,2.323182565825326e-08
242,threading,30,11200000,8.220316648483276,3.0611155332670994,7.339568436145782e-07
243,multiprocessing,30,11200000,0.27087950706481934,3.060826002795468,2.4185670273644585e-08
244,threading,1,11200000,2.2368359565734863,3.060490230868933,1.997174961226327e-07
245,multiprocessing,1,11200000,2.244704008102417,3.060493118628657,2.0042000072343008e-07
246,sequential,1,11200000,2.198317050933838,3.06067498369947,1.9627830811909266e-07
247,threading,2,11200000,8.230936527252197,3.0603302145154747,7.34905047076089e-07
248,multiprocessing,2,11200000,1.191652536392212,3.060532359301945,1.0639754789216177e-07
249,threading,3,11200000,8.241240501403809,3.0600162848135337,7.358250447681972e-07
250,multiprocessing,3,11200000,0.8421344757080078,3.0603691733583296,7.519057818821499e-08
251,threading,4,11200000,8.211585283279419,3.060615373614892,7.331772574356624e-07
252,multiprocessing,4,11200000,0.6538054943084717,3.060733797506102,5.83754905632564e-08
253,threading,5,11200000,8.13496708869934,3.0605821629522407,7.263363472052983e-07
254,multiprocessing,5,11200000,0.5357265472412109,3.060456973761919,4.7832727432250976e-08
255,threading,6,11200000,8.028773307800293,3.060745263126328,7.168547596250261e-07
256,multiprocessing,6,11200000,0.464214563369751,3.0605694963130374,4.144772887229919e-08
257,threading,7,11200000,8.192859172821045,3.0609281028337856,7.315052832875933e-07
258,multiprocessing,7,11200000,0.39994287490844727,3.0606828291728587,3.5709185259682794e-08
259,threading,8,11200000,8.025443077087402,3.060310030257909,7.165574175970895e-07
260,multiprocessing,8,11200000,0.353320837020874,3.060253070529758,3.154650330543518e-08
261,threading,9,11200000,8.031674861907959,3.0606611130658505,7.171138269560677e-07
262,multiprocessing,9,11200000,0.3219926357269287,3.061094380791283,2.8749342475618636e-08
263,threading,10,11200000,8.021311044692993,3.0611859601482836,7.161884861333029e-07
264,multiprocessing,10,11200000,0.31022095680236816,3.0603928197467254,2.7698299714497156e-08
265,threading,11,11200000,8.204744338989258,3.0607575108468192,7.325664588383266e-07
266,multiprocessing,11,11200000,0.2692420482635498,3.060993483622371,2.4039468594959805e-08
267,threading,12,11200000,8.113487243652344,3.0611441405376465,7.244185038975307e-07
268,multiprocessing,12,11200000,0.2574501037597656,3.0610383351573236,2.2986616407121932e-08
269,threading,13,11200000,7.98515510559082,3.060722784070982,7.129602772848947e-07
270,multiprocessing,13,11200000,0.24333977699279785,3.0605080636631183,2.172676580292838e-08
271,threading,14,11200000,8.22312307357788,3.0603923879523225,7.342074172837393e-07
272,multiprocessing,14,11200000,0.2529258728027344,3.0604312221912413,2.2582667214529855e-08
273,threading,15,11200000,8.123507738113403,3.060545294209808,7.253131909029824e-07
274,multiprocessing,15,11200000,0.24303293228149414,3.0605971014073625,2.1699368953704835e-08
275,threading,16,11200000,8.084584474563599,3.060733969272538,7.21837899514607e-07
276,multiprocessing,16,11200000,0.23133325576782227,3.0606406333609057,2.0654754979269845e-08
277,threading,17,11200000,8.122280836105347,3.0610781050317444,7.252036460808345e-07
278,multiprocessing,17,11200000,0.2186107635498047,3.060303229556699,1.9518818174089705e-08
279,threading,18,11200000,8.161258459091187,3.0612392064735445,7.286837909902845e-07
280,multiprocessing,18,11200000,0.2832310199737549,3.060393355521636,2.5288483926228115e-08
281,threading,19,11200000,8.205760478973389,3.060535465108067,7.32657185622624e-07
282,multiprocessing,19,11200000,0.3510253429412842,3.0602103545464394,3.134154847690037e-08
283,threading,20,11200000,8.174291372299194,3.060662998030684,7.298474439552852e-07
284,multiprocessing,20,11200000,0.3065454959869385,3.0603623567372975,2.7370133570262363e-08
285,threading,21,11200000,8.201329946517944,3.0609477777402883,7.322616023676736e-07
286,multiprocessing,21,11200000,0.3028748035430908,3.060603404858584,2.7042393173490252e-08
287,threading,22,11200000,8.143979787826538,3.060841188479169,7.271410524845123e-07
288,multiprocessing,22,11200000,0.2938210964202881,3.0609775603444973,2.623402646609715e-08
289,threading,23,11200000,8.160051345825195,3.060901108176518,7.285760130201067e-07
290,multiprocessing,23,11200000,0.2875947952270508,3.0608065615560767,2.567810671670096e-08
291,threading,24,11200000,8.17537546157837,3.060794996982684,7.299442376409259e-07
292,multiprocessing,24,11200000,0.28414463996887207,3.0606656792224785,2.5370057140077865e-08
293,threading,25,11200000,8.067234516143799,3.060734489172707,7.202887960842677e-07
294,multiprocessing,25,11200000,0.3084602355957031,3.0607553895391675,2.7541092463902066e-08
295,threading,26,11200000,8.225658893585205,3.060814075706792,7.344338297843933e-07
296,multiprocessing,26,11200000,0.28644585609436035,3.0605248430056284,2.5575522865567888e-08
297,threading,27,11200000,7.944810390472412,3.0607592157346875,7.093580705778939e-07
298,multiprocessing,27,11200000,0.2857191562652588,3.061305149255672,2.5510638952255248e-08
299,threading,28,11200000,7.86938214302063,3.061167709253761,7.026234056268419e-07
300,multiprocessing,28,11200000,0.2723395824432373,3.0610280038528104,2.4316034146717616e-08
301,threading,29,11200000,8.21754264831543,3.0608235272613507,7.337091650281634e-07
302,multiprocessing,29,11200000,0.2798879146575928,3.061044241648085,2.498999238014221e-08
303,threading,30,11200000,8.178483724594116,3.06138881613767,7.302217611244746e-07
304,multiprocessing,30,11200000,0.2844386100769043,3.0607886169314327,2.539630447115217e-08
305,threading,1,11200000,2.236116886138916,3.060358465967598,1.9965329340526037e-07
306,multiprocessing,1,11200000,2.280146360397339,3.061179562270951,2.0358449646404812e-07
307,sequential,1,11200000,2.2282893657684326,3.060881366778585,1.9895440765789577e-07
308,threading,2,11200000,8.183457851409912,3.060584125502238,7.306658795901707e-07
309,multiprocessing,2,11200000,1.1872799396514893,3.0603082445973877,1.0600713746888297e-07
310,threading,3,11200000,7.5676939487457275,3.061053687000022,6.756869597094399e-07
311,multiprocessing,3,11200000,0.8659734725952148,3.060978320822838,7.731906005314418e-08
312,threading,4,11200000,8.042343854904175,3.061051741928879,7.180664156164442e-07
313,multiprocessing,4,11200000,0.6526567935943604,3.0601525972718253,5.827292799949646e-08
314,threading,5,11200000,7.839801073074341,3.060701423059178,6.999822386673519e-07
315,multiprocessing,5,11200000,0.5305142402648926,3.0609968360247035,4.736734288079398e-08
316,threading,6,11200000,8.219853639602661,3.0606577348496686,7.339155035359519e-07
317,multiprocessing,6,11200000,0.45465970039367676,3.06045402263814,4.059461610657828e-08
318,threading,7,11200000,8.19533634185791,3.060515846009172,7.317264590944562e-07
319,multiprocessing,7,11200000,0.414703369140625,3.060865822277109,3.7027086530412944e-08
320,threading,8,11200000,7.97829270362854,3.0605062946212134,7.123475628239768e-07
321,multiprocessing,8,11200000,0.3657808303833008,3.060793741091112,3.265900271279471e-08
322,threading,9,11200000,7.631667852401733,3.0608604292765937,6.813989153930119e-07
323,multiprocessing,9,11200000,0.30761265754699707,3.06068255836201,2.7465415852410453e-08
324,threading,10,11200000,8.054932117462158,3.0608304214980007,7.191903676305499e-07
325,multiprocessing,10,11200000,0.2896387577056885,3.060908401461225,2.5860603366579327e-08
326,threading,11,11200000,8.206955909729004,3.0608419248626606,7.327639205115182e-07
327,multiprocessing,11,11200000,0.28196167945861816,3.06062761001762,2.5175149951662335e-08
328,threading,12,11200000,7.967494487762451,3.0611585433688075,7.113834364073617e-07
329,multiprocessing,12,11200000,0.26557254791259766,3.0605737039197902,2.371183463505336e-08
330,threading,13,11200000,8.21753478050232,3.0607333749727785,7.3370846254485e-07
331,multiprocessing,13,11200000,0.2765388488769531,3.061610294347834,2.4690968649727957e-08
332,threading,14,11200000,8.158673524856567,3.060821257984903,7.28452993290765e-07
333,multiprocessing,14,11200000,0.23542356491088867,3.0611792416649677,2.101996115275792e-08
334,threading,15,11200000,8.218705415725708,3.0601849622620483,7.338129835469382e-07
335,multiprocessing,15,11200000,0.2536017894744873,3.0610614263676355,2.2643016917364937e-08
336,threading,16,11200000,8.225077867507935,3.060744984979388,7.343819524560656e-07
337,multiprocessing,16,11200000,0.23187518119812012,3.061426618330524,2.070314117840358e-08
338,threading,17,11200000,8.00189208984375,3.061059582138283,7.144546508789063e-07
339,multiprocessing,17,11200000,0.21442556381225586,3.0609065269852476,1.9145139626094275e-08
340,threading,18,11200000,8.1818687915802,3.0610162376799215,7.305239992482322e-07
341,multiprocessing,18,11200000,0.33075547218322754,3.0599395329960415,2.9531738587788173e-08
342,threading,19,11200000,8.180326223373413,3.0609117133791797,7.303862699440547e-07
343,multiprocessing,19,11200000,0.3228578567504883,3.061179984659976,2.8826594352722168e-08
344,threading,20,11200000,7.13713812828064,3.0606802708086334,6.372444757393429e-07
345,multiprocessing,20,11200000,0.2982761859893799,3.06124944208197,2.6631802320480348e-08
346,threading,21,11200000,8.210987091064453,3.0607150529252034,7.331238474164691e-07
347,multiprocessing,21,11200000,0.32320427894592285,3.0612375152901135,2.8857524905885968e-08
348,threading,22,11200000,8.2197585105896,3.0606009111892285,7.339070098740714e-07
349,multiprocessing,22,11200000,0.29889369010925293,3.060523226645183,2.6686936616897582e-08
350,threading,23,11200000,8.109103202819824,3.060906088474732,7.240270716803414e-07
351,multiprocessing,23,11200000,0.3006865978240967,3.060752077714365,2.6847017662865774e-08
352,threading,24,11200000,8.117563009262085,3.0609980792309477,7.247824115412576e-07
353,multiprocessing,24,11200000,0.28066205978393555,3.0609652826054314,2.505911248070853e-08
354,threading,25,11200000,7.853105545043945,3.0613175381913607,7.011701379503523e-07
355,multiprocessing,25,11200000,0.2883925437927246,3.0601251561944847,2.5749334267207553e-08
356,threading,26,11200000,8.134491205215454,3.0605922161326298,7.262938576085226e-07
357,multiprocessing,26,11200000,0.28933048248291016,3.060670448637883,2.583307879311698e-08
358,threading,27,11200000,7.939735174179077,3.0612693051885635,7.089049262659891e-07
359,multiprocessing,27,11200000,0.2768115997314453,3.0607881726724058,2.471532140459333e-08
360,threading,28,11200000,8.249020099639893,3.0608814881954802,7.365196517535618e-07
361,multiprocessing,28,11200000,0.26403355598449707,3.060577282656929,2.3574424641472953e-08
362,threading,29,11200000,8.332119226455688,3.0609784190243103,7.439392166478294e-07
363,multiprocessing,29,11200000,0.28624558448791504,3.0607191204351665,2.5557641472135272e-08
364,threading,30,11200000,8.212799549102783,3.061387536135593,7.332856740270342e-07
365,multiprocessing,30,11200000,0.2700178623199463,3.0606457064649515,2.410873770713806e-08
366,threading,1,22300000,4.3926167488098145,3.060884000418504,1.96978329543041e-07
367,multiprocessing,1,22300000,4.418202638626099,3.0608854257980864,1.9812567886215689e-07
368,sequential,1,22300000,4.362308025360107,3.060936892531182,1.9561919396233667e-07
369,threading,2,22300000,16.283578872680664,3.060794044730404,7.302053306134826e-07
370,multiprocessing,2,22300000,2.298154830932617,3.06058431482578,1.0305627044540884e-07
371,threading,3,22300000,16.327322483062744,3.060857253499146,7.321669274916028e-07
372,multiprocessing,3,22300000,1.6126723289489746,3.060644080172797,7.231714479591814e-08
373,threading,4,22300000,16.15515637397766,3.0614562277291055,7.244464741694019e-07
374,multiprocessing,4,22300000,1.2221825122833252,3.0609215276825306,5.480639068535091e-08
375,threading,5,22300000,16.134334802627563,3.0608748450316243,7.235127714182764e-07
376,multiprocessing,5,22300000,1.0029914379119873,3.060830765117444,4.4977194525201226e-08
377,threading,6,22300000,16.259361267089844,3.060477881076022,7.291193393313831e-07
378,multiprocessing,6,22300000,0.8524932861328125,3.0609446925766317,3.822839848129204e-08
379,threading,7,22300000,16.086204051971436,3.0611366349435305,7.21354441792441e-07
380,multiprocessing,7,22300000,0.759695291519165,3.0610503717637383,3.406705343135269e-08
381,threading,8,22300000,16.366265535354614,3.0610994916328846,7.33913252706485e-07
382,multiprocessing,8,22300000,0.6560347080230713,3.060861266356092,2.9418596772335035e-08
383,threading,9,22300000,16.145864248275757,3.0604383347096733,7.240297869181954e-07
384,multiprocessing,9,22300000,0.6084516048431396,3.0606023051243207,2.7284825329288773e-08
385,threading,10,22300000,16.237918376922607,3.0606021889457145,7.281577747498927e-07
386,multiprocessing,10,22300000,0.5394625663757324,3.060593927258615,2.419114647424809e-08
387,threading,11,22300000,16.672398567199707,3.0609091959683443,7.476411913542469e-07
388,multiprocessing,11,22300000,0.5161817073822021,3.0609510599525334,2.3147161766018035e-08
389,threading,12,22300000,16.42936134338379,3.0606309885897978,7.367426611382865e-07
390,multiprocessing,12,22300000,0.4776003360748291,3.061081280995832,2.1417055429364535e-08
391,threading,13,22300000,16.716912508010864,3.06078084710053,7.496373321977966e-07
392,multiprocessing,13,22300000,0.46448230743408203,3.0605471561497444,2.0828803023949867e-08
393,threading,14,22300000,16.40013289451599,3.06043149277057,7.354319683639458e-07
394,multiprocessing,14,22300000,0.42236924171447754,3.0606806910157065,1.894032474055953e-08
395,threading,15,22300000,16.549737453460693,3.060830758202334,7.421406929803001e-07
396,multiprocessing,15,22300000,0.40669894218444824,3.061058260105363,1.823762072576001e-08
397,threading,16,22300000,16.33560800552368,3.060908623204651,7.325384755840216e-07
